sentence,relation,head,head_offset,tail,tail_offset
她是朱元璋最疼爱的小女儿，哥哥朱棣继位后却将她嫁给一平民,父亲,朱元璋,2,朱棣,15
企业大事1973年，艾美特母厂在台湾省创立,成立日期,1973,4,艾美特,10
启东江洲生态科技发展有限公司于2008年01月15日在南通市启东工商行政管理局登记成立,成立日期,启东江洲生态科技发展有限公司,0,2008年01月15日,15
《毛泽东在陕北》是蔡继渭执导，李克俭、孙维民等主演的电视剧,主演,毛泽东在陕北,1,孙维民,19
科美爱尔肤（北京）美容有限公司于2013-04-09在朝阳分局登记成立,成立日期,科美爱尔肤（北京）美容有限公司,0,2013-04-09,16
《雨一直下》是由伍佰演唱的一首歌，收录于专辑《单程车票》中,歌手,雨一直下,1,伍佰,8
江苏玖信投资有限公司于2006年03月14日在连云港市工商行政管理局登记成立,成立日期,江苏玖信投资有限公司,0,2006年03月14日,11
尼加拉瓜的城市规划和建筑是欧式的，有许多高楼大厦，首都马那瓜已经有了高达16层的楼房,首都,尼加拉瓜,0,马那瓜,27
武汉光庭科技有限公司成立于2005年9月，是一家从事汽车电子产品自主研发与生产的专业化高新技术企业,成立日期,武汉光庭科技有限公司,0,2005年9,13
《欢乐颂第一季》是2012年四川文艺出版社出版的图书，作者是阿耐,出版社,欢乐颂第一季,1,四川文艺出版社,14
第二部《倚天屠龙记》，作为童年经典，至今记得的是苏有朋的“张无忌”，四个红颜知己是各有千秋，这次翻拍由曾舜晞 饰 张无忌，会不会爆红呢,主演,倚天屠龙记,4,苏有朋,24
《跟唐克学百科（b卷）》是2002年中国社会科学出版社出版的书籍，作者是紫茗,作者,跟唐克学百科（b卷）,1,紫茗,36
婚礼1929年，聂绀弩和周颖在南京鼓楼旁边的一家小饭店里举行了简单的婚礼,妻子,聂绀弩,8,周颖,12
钤印：元璐之印（白）、鸿宝（朱）著录：上海人民美术出版社《艺苑掇英》第七十三期第12页此联大气磅礴，不屑描头画角，自有一股忠毅刚烈之气，溢诸毫端,出版社,上海人民美术出版社,19,艺苑掇英,29
2016年，在蒋家骏执导的电视剧《射雕英雄传》里饰演梅超风她温暖娴静的微笑，在华美的舞台上，在灿烂的秋日下，谱写着最动人的旋律,导演,蒋家骏,7,射雕英雄传,17
乔恩·戈伦茨-斯坦科维奇（jongorenc-stankovic），1996年1月14日出生于斯洛文尼亚卢布尔雅那，斯洛文尼亚足球运动员，场上司职中后卫，现效力于英超的哈德斯菲尔德足球俱乐部,出生地,乔恩·戈伦茨-斯坦科维奇,0,卢布尔雅那,52
《我们的青春1977》是江海洋执导的知青题材剧，由沙溢、王媛可、杨子姗、宁晓志等主演,导演,我们的青春1977,1,江海洋,12
2003 年时，想更换生活方式的李骏“重出江湖”，一连执导拍摄了《中国式结婚》、《红色追缉令》、《祸福相依》、《零距离》、《求婚》和《落地请开手机》等多部热播电视剧,导演,李骏,16,落地请开手机,67
《上帝掷骰子吗》是2006年01月01日辽宁教育出版社出版的图书，作者是曹天元,作者,上帝掷骰子吗,1,曹天元,36
王润斌，男，汉族，1981年1月30日出生于河南省信阳市，博士，副教授，硕士生导师,出生日期,王润斌,0,1981年1月30日,9
王叔晖 （1912.8 -1985.7 ）字郁芬，祖籍浙江绍兴，生于天津，是现代著名工笔重彩人物女画家中国美术家协会会员，曾任中国美术家协会第二、第三届理事，擅长工笔重彩人物画,出生日期,王叔晖,0,1912.8,5
《猛鬼凶灵》又名开心女鬼，是由香港无线电视（tvb）出品，于1985年播出，梁材远执导，郑裕玲、 邓萃雯 、林立三 、吕良伟、王书麒、张卫健、 等主演的电视剧,主演,猛鬼凶灵,1,邓萃雯,49
松原市属中温带大陆性季风气候区,气候,松原,0,中温带大陆性季风气候,4
《月圆花好》是由范烟桥作词，严华作曲，常石磊编曲，黄龄演唱的一首歌曲，收录于专辑《来日方长》中，发行于2017年05月15日,所属专辑,月圆花好,1,来日方长,41
个人经历葛庆友  年毕业于安徽艺术学院美术系,出生地,葛庆友,4,安徽,13
王杰自曝早期身家：房多车多 ，香港四大天王加起来没我一半多王杰，香港知名男歌手，他的代表歌曲有《一场游戏一场梦》、《忘了你忘了我》、《谁明浪子心》等，他终身演唱无数，是很多歌迷都十分推崇的一位实力派男歌手,歌手,王杰,0,忘了你忘了我,58
《第二文明》是连载于17k小说网的小说，作者是铜雀台主,连载网站,第二文明,1,17k小说网,10
易超伦  四川广安人，邓小平特级机要秘书，日本早稻田大学终身教授,祖籍,易超伦,0,四川广安,5
牛青山简历——男，汉族，1958年6月出生，河北定州人，1979年7月加入中国共产党，1976年12月参加工作，中央党校研究生学历，高级政工师,民族,牛青山,0,汉族,9
《我家在那里》是由刘家昌作词作曲，甄妮演唱的一首歌曲,歌手,我家在那里,1,甄妮,17
《如果我们是双生花》是连载在起点中文网上的一部青春校园小说，作者是双生花我们的曾经,作者,如果我们是双生花,1,双生花我们的曾经,33
上海树农化工有限公司成立于2009年7月，是一家集科工贸于一体的新型外向型企业，主要从事农药化工，医药中间体，医药原料药的研发和进出口销售工作,成立日期,上海树农化工有限公司,0,2009年7月,13
《老五的奥斯卡》是由北京文之星文化发展有限公司出品的喜剧电影，该片由李克龙执导，李易祥、陈莹、魏宗万、尚华领衔主演,主演,老五的奥斯卡,1,陈莹,44
张铉哲，1993年7月毕业于延边农学院果林系，并获得农学学士学位,毕业院校,张铉哲,0,延边农学院,14
11月6日，成龙携《功夫瑜伽》剧组在上海赛车场赛道正上方的“空中平台”举办首场发布会，并发布“飙车版”预告1516,主演,成龙,6,功夫瑜伽,10
侯佩岑在3日晚餐时间约8时左右，接到伯父(侯世宏哥哥)打来的电话，告知她生父已经往生的消息，她非常惊讶，马上打电话给人不在台北的妈妈林月云，并在助理陪同下，当晚立即搭乘高铁南下成大医院,父亲,侯佩岑,0,侯世宏,21
昆山玮硕恒基电子科技有限公司于2009年05月14日在昆山市市场监督管理局登记成立,成立日期,昆山玮硕恒基电子科技有限公司,0,2009年05月14日,15
"乌黑缘花天牛，anoplodera corvina （holzschuh,1993），是鞘翅目天牛科花天牛亚科缘花天牛属的一种天牛",目,乌黑缘花天牛,0,鞘翅目,44
《恋爱星求人》是由香港电视广播有限公司制作，徐遇安监制，马浚伟、杨怡及谢天华领衔主演的时装情感剧，共20集，于2010年1月25日起在马来西亚华丽台首播,导演,恋爱星求人,1,徐遇安,22
冯绍峰:他在《那片星空那片海》里演男主角，颜值高的不要不要的,主演,冯绍峰,0,那片星空那片海,7
《指点江山》是当代中国出版社出版的图书，作者是季世昌,出版社,指点江山,1,当代中国出版社,7
据悉，奥娜淋浴房本次与中央电视台的签约是淋浴房行业内首家在央视台进行品牌传播的企业,简称,中央电视台,11,央视,29
《杰茜驾到第一季》（newgirlseason1）是《杰茜驾到》系列剧的第一部，由杰克·卡斯丹、杰西·派瑞兹、佩顿·里德、杰森·温纳、米古尔·阿塔、约翰·汉博格联袂执导，佐伊·丹斯切尔、杰克·m·约翰森、马克思·格林菲尔德、汉娜·西蒙妮领衔主演的喜剧片,导演,杰茜驾到第一季,1,杰西·派瑞兹,48
《戏班小子》是1982年香港电视剧《戏班小子》主题曲，由叶振棠演唱，顾家辉作曲，郑国江作词，江赐良编曲，收录于专辑《一生爱打拼》,作词,戏班小子,1,郑国江,40
《潜水》，是郝蕾演唱的一首歌曲，由自 在（郝蕾笔名）作词，无线电作曲，杨嘉松编曲，收录于郝蕾2011年发行的专辑《关于ta的伤心事》中,所属专辑,潜水,1,关于ta的伤心事,57
《微波异向介质》是2011年电子工业出版社出版的图书，作者是李芳、李超,出版社,微波异向介质,1,电子工业出版社,14
《金融法-法律适用依据与实战资料（上下）》作者是赵泳，由山西教育在2008年出版,出版社,金融法-法律适用依据与实战资料（上下）,1,山西教育,28
张仲景如此大声疾呼，破除迷信，所以以正确的观点写成《伤寒杂病论》，决不是偶然的事情,作者,张仲景,0,伤寒杂病论,26
和亲过程贞观15年（641）正月十五，唐太宗将文成公主下嫁松赞干布，诏令江夏王李道宗持节护送,妻子,文成公主,23,松赞干布,29
梭芋螺是新腹足目芋螺科的一种生物,目,梭芋螺,0,新腹足目,4
内容介绍《全国重大工程项目地基处理工程实录》由中国建筑工业出版社出版,出版社,全国重大工程项目地基处理工程实录,5,中国建筑工业出版社,23
《洪荒重生》是麦田里的牛牛创作的网络小说，发表于17k小说网,作者,洪荒重生,1,麦田里的牛牛,7
《信息传播原理》是1996年书目文献出版社出版的图书，作者是倪波等,作者,信息传播原理,1,倪波,30
《九五地王》是2011年1月1日群众出版社出版的图书，作者是王曦昌,出版社,九五地王,1,群众,16
《剑斩帝君》是连载于17k小说网的小说，作者是梦花飘雪,作者,剑斩帝君,1,梦花飘雪,23
穆凯什·安巴尼（英语：mukesh ambani 古吉拉特语：મુકેશ અંબાની，1957年4月19日－）也门亚丁出生 ，印度商人，居住于印度孟买,出生日期,凯什·安巴尼,1,1957年4月19日,44
3、小贝鲁《恶魔奶爸》小贝鲁真名是凯撒·帝·安皮勒那·贝鲁泽巴布，他其实是魔界大魔王的儿子，来到人间就是为了毁灭人类,父亲,小贝鲁,2,大魔王,39
家鸽鸽子鸽形目鸠鸽科鸟属鸽种,目,鸽子,2,鸽形目,4
《茨维塔耶娃研究文集》一书由荣洁编选，2014年由译林出版社出版发行,作者,茨维塔耶娃研究文集,1,荣洁,14
凹铗变丽蝇，分布在我国四川雅安，资料来源于中国动物志 昆虫纲 第六卷 双翅目 丽蝇科:378-379,目,凹铗变丽蝇,0,双翅目,35
成就与影响《苦菜花》是作家冯德英创作于上世纪50年代中期的一部30多万字的长篇小说，本书是由冯德英创作，经过学者教授出身的作家车承友加工润色的再创作的革命历史题材的文学作品,编剧,苦菜花,6,冯德英,13
许松，1982年6月生，土家族，重庆石柱土家族自治县人,出生地,许松,0,重庆石柱土家族自治县,16
孙洪博，1965年5月出生，北京市顺义人，汉族，中共党员，大学毕业，统计师,民族,孙洪博,0,汉族,21
郑合惠子出道不久就成为“男神收割机”和杨洋是她的《我是你的咩咩phone》，每天陪她上下学甜到炸,主演,郑合惠子,0,我是你的咩咩phone,25
2013年张国强出演银幕电影《都是手机惹的祸》，在剧中饰演金苹果公司老板唐总，为了保卫公司最新研发的手机“金领爵士”不被盗走，布下重重机关，与山寨王朝展开一场搞笑暗战,主演,张国强,5,都是手机惹的祸,15
《x战警前传》是由加文·胡德执导的科幻片，休·杰克曼、李佛·薛伯等主演,主演,x战警前传,1,休·杰克曼,21
纳兰性德（1655-1685）：原名成德，字容若，号楞伽山人，满洲正黄旗，清初著名大词人,号,纳兰性德,0,楞伽山人,26
《冷媚魔妃醉红尘》是模糊爱写的网络小说连载于17k小说网,作者,冷媚魔妃醉红尘,1,模糊爱,10
河北京能中电电力工程有限公司于2011年01月06日在承德市隆化县市场监督管理局登记成立,成立日期,河北京能中电电力工程有限公司,0,2011年01月06日,15
周星驰导演的第一部电影就是《国产凌凌漆》而之后的《少林足球》使他包揽了第21届金像奖最佳电影、最佳导演、最佳男主角，人生赢家之典范,主演,周星驰,0,少林足球,25
